Páginas principales,Clics,Impresiones,CTR,Posición
https://www.fideltour.com/en/marketplace/,7.0,760.0,0.0092,5.17
https://support.fideltour.com/portal/es/kb/articles/validacion-correo-electronico,7.0,699.0,0.01,52.36
https://intranet.fideltour.com/es/guest-portal/ES/E7J3/,7.0,266.0,0.0263,4.79
https://partners.fideltour.com/,7.0,172.0,0.0407,7.83
https://intranet.fideltour.com/guest-portal/7F4M/unsubscribe/ffa98854c54efda253ef7fb5fe49e1ff/,7.0,18.0,0.3889,2.89
https://www.fideltour.com/blog/marketing/como-mejorar-la-reputacion-online/,6.0,3639.0,0.0016,36.2
https://www.fideltour.com/en/booking-engine-integration-for-hotels/,6.0,3209.0,0.0019,8.44
https://www.fideltour.com/blog/marketing/automatizacion-email-marketing-mejorar-guest-journey/,6.0,1570.0,0.0038,61.08
https://www.fideltour.com/blog/fideltour/dishot-fideltour/,6.0,805.0,0.0075,22.09
https://intranet.fideltour.com/en/guest-portal/9V6X/,6.0,407.0,0.0147,10.56
https://www.fideltour.com/en/fideltour-marketing-connect-with-your-customer/,6.0,333.0,0.018000000000000002,9.72
https://hotspot.fideltour.com/L3OI/1MC7/,6.0,257.0,0.0233,64.98
https://support.fideltour.com/portal/es/kb/articles/spf,6.0,116.0,0.051699999999999996,51.97
https://support.fideltour.com/portal/es/kb/fideltour,6.0,72.0,0.0833,10.18
https://hotspot.fideltour.com/L3OI/1MC7/stay/,6.0,58.0,0.10339999999999999,6.14
https://www.fideltour.com/blog/category/crm/,5.0,2971.0,0.0017000000000000001,27.88
https://www.fideltour.com/en/contact/,5.0,636.0,0.0079,9.56
https://www.fideltour.com/en/hotel-loyalty/,5.0,464.0,0.0108,9.56
https://www.fideltour.com/blog/reviews/como-crear-encuesta-perfecta-hotel/,5.0,353.0,0.014199999999999999,7.37
https://www.fideltour.com/recursos/,5.0,321.0,0.015600000000000001,6.87
https://www.fideltour.com/en/keytel-pt/,5.0,319.0,0.015700000000000002,8.7
https://recruit.fideltour.com/candidateportal,5.0,258.0,0.0194,8.08
https://www.fideltour.com/blog/crm/fideltour-mejor-crm-del-ano/,5.0,247.0,0.0202,10.18
https://support.fideltour.com/portal/en/kb/articles/introduction,5.0,57.0,0.0877,4.28
https://www.fideltour.com/integracion-pms-para-hoteles/,4.0,3555.0,0.0011,22.68
https://www.fideltour.com/en/pms-integration-for-hotels/,4.0,2478.0,0.0016,12.53
https://www.fideltour.com/blog/fidelizacion/fidelizar-en-hoteles-resort/,4.0,1810.0,0.0022,52.79
https://www.fideltour.com/en/connect-with-your-customer/,4.0,1103.0,0.0036,14.16
https://www.fideltour.com/integracion-motor-de-reservas-para-hoteles/,4.0,948.0,0.0042,22.45
https://www.fideltour.com/blog/fideltalks/fideltalks-episodio3-email-marketing-para-hoteles/,4.0,850.0,0.004699999999999999,57.1
https://www.fideltour.com/en/centralize-your-data/,4.0,733.0,0.0055000000000000005,26.16
https://www.fideltour.com/inteligencia-artificial-para-hoteles/,4.0,381.0,0.0105,14.85
https://intranet.fideltour.com/de/guest-portal/9V6X/,4.0,254.0,0.015700000000000002,6.18
https://backend.fideltour.com/t/view/e1f7f0cadb54f57262030cf63831aa19/,4.0,212.0,0.0189,14.24
https://www.fideltour.com/pt-pt/aumente-a-sua-base-de-dados/,4.0,207.0,0.019299999999999998,26.57
https://www.fideltour.com/blog/fidelizacion/fitur-fideltour/,4.0,180.0,0.0222,13.04
https://www.fideltour.com/blog/marketing/la-nueva-estrategia-hotelera-basada-en-ia-geo-y-multicanalidad/,4.0,142.0,0.0282,5.61
https://www.fideltour.com/politica-de-privacidad/,4.0,131.0,0.0305,9.06
https://b2c.roadmap.fideltour.com/,4.0,119.0,0.0336,6.91
https://www.fideltour.com/guest-id-para-hoteles/,4.0,91.0,0.044000000000000004,11.7
https://intranet.fideltour.com/de/pre-checkin/QYLE/OK4E/,4.0,48.0,0.0833,8.42
https://intranet.fideltour.com/es/guest-portal/E7J3/,4.0,46.0,0.087,4.76
https://backend.fideltour.com/t/link/85d5db957d8c5060bab93d762e30f7ea/0335e9582a0ca534df3690a9060a9a78/,4.0,34.0,0.1176,5.88
https://extranet.fideltour.com/,4.0,24.0,0.16670000000000001,21.21
https://intranet.fideltour.com/guest-portal/DJMJ/unsubscribe/431bea1f00b260c9ddd84dc90cdb5980/,4.0,6.0,0.6667000000000001,2.17
https://www.fideltour.com/marketing-hoteles/,3.0,4997.0,0.0006,48.67
https://www.fideltour.com/blog/crm/que-tener-en-cuenta-al-elegir-tu-crm-para-hoteles/,3.0,4557.0,0.0007000000000000001,52.56
https://www.fideltour.com/auditoria-gratuita-hotel/,3.0,3550.0,0.0008,30.25
https://www.fideltour.com/blog/marketing/errores-venta-directa-hotel/,3.0,1912.0,0.0016,36.7
https://www.fideltour.com/en/improve-your-reputation/,3.0,1610.0,0.0019,40.21
https://www.fideltour.com/email-para-hoteles/,3.0,1590.0,0.0019,51.45
https://www.fideltour.com/en/fideltour/,3.0,1148.0,0.0026,4.98
https://www.fideltour.com/en/cdp-for-hotels/,3.0,1146.0,0.0026,9.29
https://www.fideltour.com/en/become-a-partner/,3.0,710.0,0.0042,26.08
https://www.fideltour.com/keytel-pt/,3.0,665.0,0.0045000000000000005,8.03
https://intranet.fideltour.com/es/guest-portal/Z66O/register/,3.0,494.0,0.0060999999999999995,8.22
https://recruit.fideltour.com/jobs/Careers/21704000005418173/Digital-Marketing-Specialist?source=CareerSite,3.0,455.0,0.0066,53.27
https://www.fideltour.com/en/blog/crm-en/5-beneficios-de-contar-con-un-crm-hotelero/,3.0,365.0,0.008199999999999999,55.99
https://www.fideltour.com/en/b2b-for-hotels/,3.0,363.0,0.0083,16.67
https://www.fideltour.com/pt-pt/quem-somos/,3.0,167.0,0.018000000000000002,3.45
https://www.fideltour.com/blog/fideltour/fideltour-startup-lanzadera/,3.0,147.0,0.0204,19.97
https://support.fideltour.com/portal/es/kb/articles/manual-de-instalación-web-tracking,3.0,130.0,0.0231,9.54
https://support.fideltour.com/portal/es/kb/articles/cómo-crear-y-programar-una-campaña-de-tipo-test-a-b,3.0,125.0,0.024,31.89
https://recruit.fideltour.com/jobs/Careers/21704000004586055/Auxiliar-Administrativo?source=CareerSite,3.0,96.0,0.031200000000000002,17.06
https://recruit.fideltour.com/jobs/home/21704000003093003/BDR---Business-Development-Representative?source=CareerSite,3.0,85.0,0.0353,10.4
https://support.fideltour.com/portal/en/kb/articles/validation-of-email,3.0,60.0,0.05,12.23
https://recruit.fideltour.com/jobs/Careers/21704000005420151/QA-Analyst?source=CareerSite,3.0,42.0,0.07139999999999999,13.67
https://recruit.fideltour.com/jobs/Careers/21704000005578009/Director-Financiero---CFO?source=CareerSite,3.0,28.0,0.10710000000000001,6.75
https://subdominio.fideltour.com/blog/fideltour/fideltour-empresa-tecnologica-mas-destacada-sector-turistico-sergestur/,3.0,20.0,0.15,6.45
https://intranet.fideltour.com/en/guest-portal/7MY6/unsubscribe/216e06c260b21140203c6b1ef8228c21/?unsubscribe,3.0,9.0,0.3333,4.11
https://intranet.fideltour.com/en/guest-portal/RMZ1/unsubscribe/0a878d321d3fd8153612d73d7d826a6b/?unsubscribe,3.0,7.0,0.4286,3.86
https://intranet.fideltour.com/en/guest-portal/0CVY/unsubscribe/041b2ec1f902cc0f42732fc5a8f8c663/?unsubscribe,3.0,6.0,0.5,1.83
https://intranet.fideltour.com/guest-portal/D85L/unsubscribe/19167eb7e51dba8a7bfe144891b0eea1/,3.0,3.0,1.0,4.67
https://www.fideltour.com/contacto,2.0,7073.0,0.0003,13.76
https://www.fideltour.com/en/hotel-marketing-automation/,2.0,1858.0,0.0011,18.26
https://www.fideltour.com/registro/,2.0,1514.0,0.0013,5.13
https://www.fideltour.com/en/blog/marketing-en/estrategias-marketing-hoteles/,2.0,1362.0,0.0015,21.12
https://www.fideltour.com/en/crm-for-hotels/,2.0,1091.0,0.0018,11.45
https://www.fideltour.com/blog/crm/fideltour-crm-hotelero-fidelizacion-marketing/,2.0,723.0,0.0028000000000000004,2.85
https://www.fideltour.com/bookassist-lp-es/,2.0,596.0,0.0034000000000000002,8.3
https://www.fideltour.com/blog/reviews/acciones-para-mejorar-reputacion-hotelera/,2.0,580.0,0.0034000000000000002,32.19
https://www.fideltour.com/pt-pt/conheca-o-seu-cliente/,2.0,487.0,0.0040999999999999995,21.36
https://www.fideltour.com/en/social-networks-for-hotels/,2.0,482.0,0.0040999999999999995,9.01
https://www.fideltour.com/reporting-y-analytics-para-hoteles/,2.0,478.0,0.0042,9.24
https://www.fideltour.com/blog/marketing/claves-upselling-y-cross-selling-efectivo-hoteles/,2.0,336.0,0.006,12.08
https://www.fideltour.com/bookassist-lp/,2.0,223.0,0.009000000000000001,34.93
https://subdominio.fideltour.com/en/,2.0,199.0,0.0101,7.71
https://backend.fideltour.com/t/view/6c34a2e82dbf0131f2e5367684303865/,2.0,187.0,0.010700000000000001,27.85
https://www.fideltour.com/en/bookassist-lp-en/,2.0,156.0,0.0128,50.21
https://www.fideltour.com/blog/fideltalks/fideltalks-episodio1-abrirse-paso-entre-las-otas/,2.0,152.0,0.0132,46.05
https://www.fideltour.com/keytel-it/,2.0,137.0,0.0146,15.4
https://backend.fideltour.com/t/view/9983af6ba29624fe7665e803b9663006/,2.0,120.0,0.0167,38.41
https://intranet.fideltour.com/es/guest-portal/ES/K7P4/,2.0,100.0,0.02,8.12
https://web.fideltour.com/a53c468f-8b6c-4461-a1ed-8a68677a/link/aHR0cHM6Ly93ZWIuZmlkZWx0b3VyLmNvbS8xMzhhMjQ2Ni1iZWYwLTQ3N2EtYTkxMS1kMjRhZmQ3Yy8=/,2.0,90.0,0.0222,5.34
https://learn.fideltour.com/external/manual/cloudbeds/article/cloudbeds-support-article?p=a0f1f9539beee4f1ce92b65b4bf3ab0ca8b7e2d0e67dd6a607ecde5370913f7a,2.0,90.0,0.0222,14.32
https://www.fideltour.com/en/landing-page-for-hotels/,2.0,77.0,0.026000000000000002,11.39
https://www.fideltour.com/en/web-push-for-hotels/,2.0,70.0,0.0286,6.01
https://www.fideltour.com/blog/category/eventos/,2.0,55.0,0.0364,20.44
https://support.fideltour.com/portal/es/kb/articles/loyalty,2.0,54.0,0.037000000000000005,4.06
https://support.fideltour.com/portal/en/kb/articles/other-connections,2.0,53.0,0.0377,3.77
https://intranet.fideltour.com/en/guest-portal/Z66O/register/,2.0,51.0,0.0392,5.53
https://www.fideltour.com/pricing-fideltour-dollars/,2.0,40.0,0.05,3.35
https://support.fideltour.com/portal/es/kb/articles/motivos-frecuentes-por-los-que-las-campañas-llegan-a-spam,2.0,40.0,0.05,5.6
https://subdominio.fideltour.com/blog/fideltour/soho-boutique-hotels/,2.0,39.0,0.0513,6.08
https://www.fideltour.com/blog/tag/caso-de-exito/,2.0,36.0,0.0556,19.36
https://backend.fideltour.com/t/view/a44beaebd89e8c3578bbb1ae549f115b/,2.0,31.0,0.0645,8.16
https://intranet.fideltour.com/de/guest-portal/DE/E7J3/,2.0,29.0,0.069,5.97
https://support.fideltour.com/portal/es/kb/articles/cómo-crear-formularios-desde-el-módulo-de-landings-en-fideltour,2.0,25.0,0.08,6.8
https://www.fideltour.com/pt-pt/keytel-lp/,2.0,24.0,0.0833,27.92
https://backend.fideltour.com/t/view/8d869ae27c7d7098a7a1e91a000b9cc9/,2.0,23.0,0.087,27.61
https://subdominio.fideltour.com/en/connect-with-your-customer/,2.0,21.0,0.09519999999999999,8.43
https://support.fideltour.com/portal/en/kb/fideltour,2.0,19.0,0.10529999999999999,31.53
https://support.fideltour.com/portal/en/kb/articles/types-of-email-marketing-campaigns,2.0,15.0,0.1333,2.4
https://backend.fideltour.com/t/link/3785e25ac2151169f8e988c7b90122e3/ee5f6a48f149feedaa562d368d0013332327e0bb89e4b25e1abd67116b840e66/,2.0,15.0,0.1333,15.0
https://subdominio.fideltour.com/blog/fideltalks/fideltalks-rebeca-artidiello-cool-hotels/,2.0,9.0,0.22219999999999998,3.56
https://learn.fideltour.com/external/manual/hoteldatahub-api-v1/article/contactos?p=a0f1f9539beee4f1ce92b65b4bf3ab0c79d06ca6324c0e30103270fe62ca1fdb,2.0,8.0,0.25,5.75
https://intranet.fideltour.com/en/guest-portal/TI5B/unsubscribe/d25777269708b2130acd9f9c3d499a6d/,2.0,5.0,0.4,4.6
https://backend.fideltour.com/t/view/5a49f00590c2aed4cc17fe87d155fe2a/,1.0,760.0,0.0013,37.74
https://www.fideltour.com/roiback/,1.0,575.0,0.0017000000000000001,15.31
https://www.fideltour.com/integracion-chatbot-hoteles/,1.0,504.0,0.002,19.61
https://www.fideltour.com/app-push-para-hoteles/,1.0,502.0,0.002,9.09
https://www.fideltour.com/blog/fidelizacion/fidelizar-a-tu-cliente-mientras-esta-alojado/,1.0,432.0,0.0023,22.77
https://www.fideltour.com/en/free-audit/,1.0,417.0,0.0024,7.84
https://www.fideltour.com/blog/marketing/e-mail-marketing-para-hoteles-por-donde-empezar/,1.0,412.0,0.0024,28.03
https://www.fideltour.com/inicio/,1.0,366.0,0.0027,2.14
https://www.fideltour.com/integracion-bi-hoteles/,1.0,349.0,0.0029,35.08
https://www.fideltour.com/blog/marketing/crm-para-hoteles-vs-crm-generico/,1.0,311.0,0.0032,12.91
https://subdominio.fideltour.com/en/blog/fidelizacion-en/como-la-venta-directa-empodera-a-los-hoteles-frente-a-otas/,1.0,259.0,0.0039000000000000003,10.51
https://www.fideltour.com/en/resources/,1.0,258.0,0.0039000000000000003,6.83
https://backend.fideltour.com/t/view/708b4d854290b595813ce3ce48ae5176/,1.0,253.0,0.004,20.41
https://www.fideltour.com/en/success-stories/success-story-urban-hotel-mij/,1.0,232.0,0.0043,9.66
https://www.fideltour.com/en/blog/fidelizacion-en/analitica-predictiva-hoteles/,1.0,228.0,0.0044,7.56
https://intranet.fideltour.com/guest-portal/ES/K7P4,1.0,223.0,0.0045000000000000005,9.06
https://support.fideltour.com/portal/es/signin,1.0,191.0,0.0052,3.9
https://www.fideltour.com/en/email-for-hotels/,1.0,158.0,0.0063,19.7
https://backend.fideltour.com/t/view/f1b8bff758d548afdceec917dbff3ea7/,1.0,149.0,0.0067,18.31
https://www.fideltour.com/en/artificial-intelligence-for-hotels/,1.0,147.0,0.0068000000000000005,7.45
https://www.fideltour.com/pt-pt/keytel-lp-7/,1.0,140.0,0.0070999999999999995,14.28
https://www.fideltour.com/pt-pt/fidelizar-os-clientes/,1.0,137.0,0.0073,29.07
https://www.fideltour.com/blog/eventos/job-day-uib/,1.0,133.0,0.0075,16.93
https://www.fideltour.com/pt-pt/centralize-os-seus-dados/,1.0,112.0,0.0089,7.05
https://www.fideltour.com/blog/crm/crm-para-hoteles-que-es/,1.0,108.0,0.009300000000000001,62.39
https://www.fideltour.com/en/keytel-fr/,1.0,100.0,0.01,12.83
https://www.fideltour.com/blog/tag/fideltalks/,1.0,98.0,0.0102,15.62
https://www.fideltour.com/blog/tag/whatsapp-para-hoteles/,1.0,88.0,0.011399999999999999,15.28
https://campaigns.roadmap.fideltour.com/,1.0,87.0,0.0115,9.62
https://www.fideltour.com/blog/marketing/whatsapp-hoteles-canal-comunicacion-millenials/,1.0,80.0,0.0125,8.85
https://www.fideltour.com/en/blog/crm-en/crm-para-hoteles-que-es/,1.0,79.0,0.0127,18.06
https://subdominio.fideltour.com/contacto/,1.0,78.0,0.0128,6.15
https://subdominio.fideltour.com/blog/fidelizacion/tipo-turismo-baleares/,1.0,74.0,0.013500000000000002,56.92
https://support.fideltour.com/portal/es/kb/articles/tracker-roi-gtm,1.0,70.0,0.0143,5.6
https://www.fideltour.com/en/terms-and-conditions/,1.0,66.0,0.0152,5.44
https://support.fideltour.com/portal/es/kb/articles/manual-de-configuración-de-dominio-y-ssl-para-fideltour-25-10-2024,1.0,63.0,0.0159,14.1
https://recruit.fideltour.com/jobs/Careers/21704000005597037/Product-Manager?source=RSS,1.0,56.0,0.0179,8.75
https://intranet.fideltour.com/de/guest-portal/E7J3/,1.0,54.0,0.018500000000000003,5.28
https://sso.fideltour.com/recover-password/,1.0,52.0,0.0192,8.27
https://www.fideltour.com/politica-de-cookies/,1.0,42.0,0.023799999999999998,14.74
https://subdominio.fideltour.com/politica-de-privacidad/,1.0,40.0,0.025,6.55
https://learn.fideltour.com/external/manual/cloudbeds/article/cloudbeds-articulo-de-soporte?p=a0f1f9539beee4f1ce92b65b4bf3ab0ca8b7e2d0e67dd6a607ecde5370913f7a,1.0,40.0,0.025,13.47
https://support.fideltour.com/portal/es/kb/espacio-para-desarrolladores/conectores-y-configuración,1.0,35.0,0.0286,5.63
https://www.fideltour.com/tht/,1.0,35.0,0.0286,7.49
https://www.fideltour.com/blog/fideltour/fideltour-landings/,1.0,34.0,0.0294,6.38
https://cdp.roadmap.fideltour.com/,1.0,33.0,0.030299999999999997,14.45
https://intranet.fideltour.com/es/guest-portal/E7J3/register/,1.0,32.0,0.031200000000000002,11.88
https://subdominio.fideltour.com/blog/reviews/encuestas-para-hoteles-como-hacerlos-y-por-que-son-importantes/,1.0,30.0,0.0333,31.43
https://recruit.fideltour.com/jobs/Careers/21704000002806052/Customer-Support?source=CareerSite,1.0,29.0,0.0345,8.72
https://www.fideltour.com/en/blog/category/reviews-en/,1.0,27.0,0.037000000000000005,6.07
https://www.fideltour.com/blog/marketing/fideltour-automation/,1.0,26.0,0.0385,7.38
https://www.fideltour.com/blog/fidelizacion/un-exhaustivo-analisis-del-turista-aleman/,1.0,26.0,0.0385,7.96
https://www.fideltour.com/blog/eventos/fitur-2024/,1.0,25.0,0.04,4.48
https://experiences.roadmap.fideltour.com/,1.0,24.0,0.0417,15.08
https://marketing-automation.fideltour.com/,1.0,24.0,0.0417,20.38
https://support.fideltour.com/portal/en/myarea,1.0,22.0,0.0455,6.05
https://www.fideltour.com/en/resources/ebooks/,1.0,22.0,0.0455,6.27
https://web.fideltour.com/138a2466-bef0-477a-a911-d24afd7c/link/aHR0cHM6Ly9yZXdhcmRzLmFjYnlob2RlbHBhLmNvbS9yZWdpc3Rlcg==/,1.0,22.0,0.0455,8.64
https://b2b.roadmap.fideltour.com/,1.0,21.0,0.047599999999999996,14.1
https://www.fideltour.com/en/success-stories/central-urban-hotel/,1.0,18.0,0.0556,6.22
https://www.fideltour.com/en/blog/tag/fidelizacion-hotelera-en/,1.0,18.0,0.0556,16.56
https://www.fideltour.com/en/resources/workshops/,1.0,15.0,0.0667,5.33
https://recruit.fideltour.com/jobs/home/21704000005229039/Programador-Python-Integraciones-?source=CareerSite,1.0,15.0,0.0667,8.4
https://recruit.fideltour.com/jobs/Careers/21704000005578009/Director-Financiero---CFO?source=RSS,1.0,15.0,0.0667,80.67
https://www.fideltour.com/recursos/workshops/,1.0,14.0,0.07139999999999999,19.93
https://intranet.fideltour.com/guest-portal/KJ3Y/unsubscribe/8b3bde118a13197d5e45a0f8f2f54e43/,1.0,11.0,0.0909,3.73
https://support.fideltour.com/portal/en/kb/fideltour-reviews,1.0,9.0,0.11109999999999999,4.22
https://intranet.fideltour.com/es/guest-portal/V7X5/?recover_password_t,1.0,9.0,0.11109999999999999,20.33
https://subdominio.fideltour.com/en/increase-your-database/,1.0,8.0,0.125,4.5
https://subdominio.fideltour.com/blog/marketing/fideltour-automation/,1.0,8.0,0.125,4.75
https://recruit.fideltour.com/jobs/home/21704000005597037/Product-Manager?source=CareerSite,1.0,8.0,0.125,9.0
https://intranet.fideltour.com/en/guest-portal/TNH5/unsubscribe/d96d5538f7f2c50782d50918d5c36395/?unsubscribe,1.0,6.0,0.16670000000000001,2.17
https://www.fideltour.com/terminos-y-condiciones,1.0,6.0,0.16670000000000001,5.0
https://www.fideltour.com/en/blog/fideltalks-en/fideltalks-refineria-como-mejorar-la-venta-directa/,1.0,6.0,0.16670000000000001,8.17
https://recruit.fideltour.com/jobs/Careers/21704000005229039/Programador-Python-Integraciones-?source=CareerSite,1.0,6.0,0.16670000000000001,13.5
https://www.fideltour.com/blog/tag/encuestas-para-hoteles/,1.0,6.0,0.16670000000000001,40.67
https://www.fideltour.com/recursos/webinars/,1.0,5.0,0.2,2.6
https://recruit.fideltour.com/jobs/Careers/21704000005529072/Key-Account-Manager?source=CareerSite,1.0,5.0,0.2,6.8
https://support.fideltour.com/portal/es/kb/articles/qué-es-la-bonificación-por-nivel-en-el-módulo-de-rewards,1.0,4.0,0.25,3.25
https://intranet.fideltour.com/en/guest-portal/WU66/unsubscribe/fc59ba772be2b909b1df7f37b5ae2fd3/,1.0,3.0,0.3333,4.0
https://subdominio.fideltour.com/blog/category/entrevistas/,1.0,3.0,0.3333,4.67
https://recruit.fideltour.com/jobs/Careers/21704000003093003/BDR---Business-Development-Representative?source=CareerSite,1.0,3.0,0.3333,53.33
http://fideltour.com/,1.0,2.0,0.5,1.0
https://backend.fideltour.com/t/link/ae26810c50fc1b74fd2bbccf27a6d152/36200396079968b670e08d339d4679a01ee2344fd666d07dcd9d99cc491a9581/,1.0,2.0,0.5,1.5
https://intranet.fideltour.com/guest-portal/0CVY/unsubscribe/041b2ec1f902cc0f42732fc5a8f8c663/,1.0,2.0,0.5,3.0
https://intranet.fideltour.com/guest-portal/TNH5/unsubscribe/1eeb299eb1e5a00733ddbab50a24673c/,1.0,1.0,1.0,8.0
https://subdominio.fideltour.com/blog/marketing/como-crear-mapas-automatizados-efectivos/,1.0,1.0,1.0,19.0
https://www.fideltour.com/blog/fideltalks/fideltalks-episodio5-inbound-marketing-para-hoteles/,0.0,1478.0,0.0,21.89
https://marketing.fideltour.com/,0.0,982.0,0.0,1.57
https://www.fideltour.com/blog/crm/5-errores-comunes-elegir-crm-para-hoteles/,0.0,666.0,0.0,57.45
